id_en	text_en	text_clean	manual_location	manual_type	manual_alternative	generated_location	generated_type	generated_alternative	phrase_en
en_5502	"I'll take the girl to the dance, Tom promised."	"I'll take the girl to the dance, he promised."	promised	homographic	promised	promised	homographic	engaged	he promised
en_5504	"The surgeon really did not know how to perform quick surgeries on insects, but he did one on the fly."	"The surgeon really did not know how to perform quick surgeries on insects, but he did one on the fly."	fly	homographic	fly	fly	homographic	quickly	on the fly
en_5507	For a dishonest employee: He's an unbelievable worker.	For a dishonest employee: He's an unbelievable worker.	unbelievable	homographic	unbelievable	unbelievable	homographic	not credible	unbelievable worker
en_5513	'Sweeney Todd' is a good source of sheer terror.	'Sweeney Todd' is a good source of sheer terror.	sheer	homophonic	shear	sheer	homophonic	shear	sheer terror
en_5517	My name is Sandy. I'm a lifeguard.	My name is Sandy. I'm a lifeguard.	sandy	homographic	sandy	Sandy	homophonic	sandy	My name is
en_5518	"When I phoned my friend yesterday we mainly talked about the weather and our upcomimg exams, and we both agreed that the poring was sickening."	"When I phoned my friend yesterday we mainly talked about the weather and our upcomimg exams, and we both agreed that the poring was sickening."	poring	homophonic	pouring	poring	homophonic	pouring	the pouring was sickening
en_5520	The correct formula for concrete is worthwhile to cement in your mind.	The correct formula for concrete is worthwhile to cement in your mind.	cement	homographic	cement	cement	homophonic	cement	cement in your mind
en_5526	"Her exam was on the human skeleton, so she decided to bone up."	"Her exam was on the human skeleton, so she decided to bone up."	bone	homographic	bone	bone	homophonic	hone	bone up
en_553	In a surfing competition the winner got wave reviews.	In a surfing competition the winner got wave reviews.	wave	homophonic	rave	wave	homographic	wave	wave reviews
en_5542	A waiter who played tennis was great at serving.	A waiter who played tennis was great at serving.	serving	homographic	serving	serving	homographic	tennis	great at serving
en_5547	"The doctors had to remove a bone from my arm, said Tom humorlessly."	"The doctors had to remove a bone from my arm, he said humorlessly."	humorlessly	homophonic	humor	humorlessly	homophonic	humerus	remove a bone
en_5552	When he fell in the wet concrete he left a bad impression.	When he fell in the wet concrete he left a bad impression.	impression	homographic	impression	impression	homographic	impact	leave a bad impression
en_5556	Have you heard the joke about the bomb? It had no impact.	Have you heard the joke about the bomb? It had no impact.	impact	homographic	impact	impact	homographic	effect	had an impact
en_5570	'Because' is a word to the whys.	'Because' is a word to the whys.	whys	homophonic	wise	whys	homophonic	wise	word to the wise
en_5586	The thief had a bold plan. He figured he could carry it off.	The thief had a bold plan. He figured he could carry it off.	carry	homographic	carry	carry	homographic	execute	carry it off
en_5588	"''I'm the butcher's assistant,'' said Tom cuttingly."	"I'm the butcher's assistant, he said cuttingly."	cuttingly	homographic	cuttingly	cuttingly	homographic	cutting	cutting remark
en_5598	I wonder how much an anagram weighs?	I wonder how much an anagram weighs?	anagram	homophonic	a gram	weighs	homophonic	ways	how much something weighs
en_5602	OLD GOSSIPS never die they just lose their confidants	Old gossips never die they just lose their confidants	confidants	homophonic	confidence	die	homographic	pass away	never die
en_5607	Dentists on death fill their last cavity.	Dentists on death fill their last cavity.	cavity	homographic	cavity	cavity	homographic	grave	fill their last cavity
en_5611	"The bicycle salesman had broken his ankle and was, alas, unable to pedal his wares."	"The bicycle salesman had broken his ankle and was, alas, unable to pedal his wares."	pedal	homophonic	peddle	pedal	homophonic	peddle	pedal his wares
en_5614	"''Don't add too much water,'' said Tom with great concentration."	"Don't add too much water, he said with great concentration."	concentration	homographic	concentration	concentration	homographic	density	great concentration
en_5616	Russia was slow to recover after WW2 because it kept Stalin around.	Russia was slow to recover after WW2 because it kept Stalin around.	stalin	homophonic	stalling	kept	homophonic	kept	kept around
en_5618	Junior loved being a member of the wrestling team even though he was prone to lose.	Junior loved being a member of the wrestling team even though he was prone to lose.	prone	homographic	prone	lose	homographic	loose	prone to lose
en_5619	''I can take photographs if I want to!'' Tom snapped.	I can take photographs if I want to! he snapped.	snapped	homographic	snapped	snapped	homographic	retorted	he snapped
en_5620	"Our garden hose was damaged yesterday, and I couldn't get to the leek without getting wet."	"Our garden hose was damaged yesterday, and I couldn't get to the leek without getting wet."	leek	homophonic	leak	leek	homophonic	leak	get to the leak
en_5621	The state funeral remains to be seen.	The state funeral remains to be seen.	remains	homographic	remains	remains	homographic	corpse	remains to be seen
en_5622	The inventor of glass decided to see it through.	The inventor of glass decided to see it through.	see	homographic	see	see	homophonic	sea	see it through
en_5628	The old doctors practice of bloodletting was all in vein.	The old doctors practice of bloodletting was all in vein.	vein	homophonic	vain	vein	homophonic	vain	all in vain
en_5632	My new expensive vacuum cleaner really sucked.	My new expensive vacuum cleaner really sucked.	sucked	homographic	sucked	sucked	homographic	performed poorly	really sucked
en_5633	My friend's bakery burned down last night. Now his business is toast.	My friend's bakery burned down last night. Now his business is toast.	toast	homographic	toast	toast	homographic	ruined	business is toast
en_5634	"OLD FORGERS never die, they just leave no trace."	"Old forgers never die, they just leave no trace."	trace	homographic	trace	die	homophonic	dye	never die
en_5638	A bank manager who was also a high jumper spent most of his time in the vault.	A bank manager who was also a high jumper spent most of his time in the vault.	vault	homographic	vault	vault	homographic	leap	in the vault
en_5642	When the glassblower inhaled he got a pane in the stomach.	When the glassblower inhaled he got a pane in the stomach.	pane	homophonic	pain	pane	homophonic	pain	pain in the stomach
en_5648	The weatherman who forecasted snow in July was a bit of a flake.	The weatherman who forecasted snow in July was a bit of a flake.	flake	homographic	flake	flake	homographic	eccentric	bit of a flake
en_5649	"''This looks like the fruit of the blackthorn,'' said Tom slowly."	"This looks like the fruit of the blackthorn, he said slowly."	slowly	homophonic	sloe	fruit	homophonic	fruition	fruit of one's labor
en_5652	Acupuncture: a jab well done.	Acupuncture: a jab well done.	jab	homophonic	job	jab	homophonic	job	a job well done
en_5653	The little green men told me it was the Dog Star. I told them they can't be Sirius.	The little green men told me it was the Dog Star. I told them they can't be Sirius.	sirius	homophonic	serious	Sirius	homophonic	serious	can't be serious
en_5662	"They say curiosity killed the cat, and they weren't kitten."	"They say curiosity killed the cat, and they weren't kitten."	kitten	homophonic	kidding	kitten	homophonic	kidding	curiosity killed the cat
en_5663	To write with a broken pencil is pointless.	To write with a broken pencil is pointless.	pointless	homographic	pointless	pointless	homographic	point	to write with a broken pencil
en_5681	The only things sure for cab drivers are debt and taxis.	The only things sure for cab drivers are debt and taxis.	taxis	homophonic	texes	sure	homophonic	surety	The only things sure
en_5684	The sergeant drank whiskey in order to be fortified in his position.	The sergeant drank whiskey in order to be fortified in his position.	fortified	homographic	fortified	fortified	homographic	strengthened	fortified in his position
en_569	Musical mechanics always sing in parts.	Musical mechanics always sing in parts.	parts	homographic	parts	parts	homophonic	parts	sing in parts
en_5691	"Everyday is a gift from god, that is why it is called the present"	"Everyday is a gift from god, that is why it is called the present"	present	homographic	present	present	homographic	gift	called the present
en_5727	We’ve got children’s church because we know how to kid around	We’ve got children’s church because we know how to kid around	kid	homographic	kid	kid	homographic	joke	kid around
en_5731	The star asked the sun why the moon was always up so late. Sun responded that it was just a phase.	The star asked the sun why the moon was always up so late. Sun responded that it was just a phase.	phase	homographic	phase	phase	homographic	phase	just a phase
en_5749	The race horse went lame early. It was the first out of its gait.	The race horse went lame early. It was the first out of its gait.	gait	homophonic	gate	gait	homophonic	gate	first out of the gate
en_5770	When the orchard owner went to trial he was judged by a jury of his pears.	When the orchard owner went to trial he was judged by a jury of his pears.	pears	homophonic	peers	pears	homophonic	peers	jury of his peers
